"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","69.0","b"
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2010","Active population","73.6",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","68.9",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2011","Active population","73.5",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","67.6",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2012","Active population","73.5",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","64.6",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2013","Active population","73.6",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","61.7",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2014","Active population","74.3",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","62.1",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2015","Active population","73.9",""
"Total","Cyprus","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","62.7",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2006","Active population","79.4",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","75.8",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2007","Active population","79.9",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","76.8",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2008","Active population","79.5",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","76.5",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2009","Active population","79.6","b"
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","75.3","b"
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2010","Active population","80.0",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","75.0",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2011","Active population","79.6",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","73.4",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2012","Active population","79.6",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","70.2",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2013","Active population","79.8",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","67.2",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2014","Active population","80.5",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","67.6",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2015","Active population","79.8",""
"Total","Cyprus","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","67.9",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2006","Active population","71.0",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","65.9",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2007","Active population","72.6",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","68.1",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2008","Active population","74.2",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","68.2",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2009","Active population","73.5",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","60.3",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2010","Active population","73.0",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","58.5",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2011","Active population","72.8",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","60.8",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2012","Active population","74.4",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","63.0",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2013","Active population","74.0",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","65.0",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2014","Active population","74.6",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","66.3",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2015","Active population","75.7",""
"Total","Latvia","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","68.1",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2006","Active population","78.4",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","73.2",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2007","Active population","79.8",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","75.2",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2008","Active population","81.7",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","75.4",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2009","Active population","80.6",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","66.6",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2010","Active population","79.6",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.3",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2011","Active population","79.1",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","66.3",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2012","Active population","80.0",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","68.1",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2013","Active population","79.1",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","69.7",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2014","Active population","79.4",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","70.7",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2015","Active population","80.5",""
"Total","Latvia","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","72.5",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2006","Active population","67.6",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","63.6",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2007","Active population","67.9",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","65.0",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2008","Active population","68.4",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","64.4",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2009","Active population","69.6",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","59.9",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2010","Active population","70.2",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","57.6",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2011","Active population","71.4",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","60.2",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2012","Active population","71.8",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","62.0",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2013","Active population","72.4",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","63.7",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2014","Active population","73.7",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","65.7",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2015","Active population","74.1",""
"Total","Lithuania","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","67.2",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2006","Active population","75.6",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","71.3",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2007","Active population","75.9",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","72.7",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2008","Active population","76.3",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","72.0",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2009","Active population","77.6",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","67.0",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2010","Active population","78.2",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.3",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2011","Active population","79.1",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","66.9",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2012","Active population","79.1",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","68.5",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2013","Active population","79.3",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","69.9",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2014","Active population","80.5",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","71.8",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2015","Active population","80.8",""
"Total","Lithuania","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","73.3",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2006","Active population","66.7",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","63.6",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2007","Active population","66.9","b"
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","64.2","b"
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2008","Active population","66.8",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","63.4",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2009","Active population","68.7","b"
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","65.2","b"
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2010","Active population","68.2",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","65.2",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2011","Active population","67.9",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","64.6",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2012","Active population","69.4",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","65.8",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2013","Active population","69.9",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","65.7",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2014","Active population","70.8",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","66.6",""
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2015","Active population","70.9","b"
"Total","Luxembourg","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","66.1","b"
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2006","Active population","72.3",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","69.1",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2007","Active population","72.3","b"
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.6","b"
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2008","Active population","72.3",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","68.8",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2009","Active population","74.0","b"
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","70.4","b"
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2010","Active population","73.8",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","70.7",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2011","Active population","73.6",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","70.1",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2012","Active population","75.2",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","71.4",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2013","Active population","75.4",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","71.1",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2014","Active population","76.3",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","72.1",""
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2015","Active population","75.7","b"
"Total","Luxembourg","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","70.9","b"
"Total","Hungary","From 15 to 64 years","Percentage of total population","2006","Active population","62.0",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","57.4",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2007","Active population","61.6",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","57.0",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2008","Active population","61.2",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","56.4",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2009","Active population","61.2",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","55.0",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2010","Active population","61.9",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","54.9",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2011","Active population","62.4",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","55.4",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2012","Active population","63.7",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","56.7",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2013","Active population","64.7",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","58.1",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2014","Active population","67.0",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","61.8",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2015","Active population","68.6",""
"Total","Hungary","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","63.9",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2006","Active population","67.6",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","62.6",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2007","Active population","67.2",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","62.3",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2008","Active population","66.7",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","61.5",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2009","Active population","66.7",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","60.1",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2010","Active population","67.4",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","59.9",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2011","Active population","67.9",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","60.4",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2012","Active population","69.2",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","61.6",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2013","Active population","70.0",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","63.0",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2014","Active population","72.2",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","66.7",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2015","Active population","73.8",""
"Total","Hungary","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","68.9",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2006","Active population","57.9",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","53.9",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2007","Active population","58.8",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","55.0",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2008","Active population","59.1",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","55.5",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2009","Active population","59.4",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","55.3",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2010","Active population","60.4",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","56.2",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2011","Active population","61.8",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","57.9",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2012","Active population","63.1",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","59.1",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2013","Active population","65.0",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","60.8",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2014","Active population","66.3",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","62.4",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2015","Active population","67.6",""
"Total","Malta","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","63.9",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2006","Active population","61.3",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","57.9",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2007","Active population","62.0",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","58.6",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2008","Active population","62.3",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","59.2",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2009","Active population","62.7",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","59.0",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2010","Active population","64.0",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","60.1",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2011","Active population","65.3",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","61.6",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2012","Active population","66.7",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","63.1",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2013","Active population","68.8",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","64.8",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2014","Active population","70.2",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","66.4",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2015","Active population","71.3",""
"Total","Malta","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","67.8",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2006","Active population","77.4",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","74.3",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2007","Active population","78.5",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","76.0",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2008","Active population","79.3",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","77.2",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2009","Active population","79.7",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","77.0",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2010","Active population","78.2","b"
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","74.7","b"
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2011","Active population","78.1","b"
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","74.2","b"
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2012","Active population","79.0",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","74.4",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2013","Active population","79.4",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","73.6",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2014","Active population","79.0",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","73.1",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2015","Active population","79.6",""
"Total","Netherlands","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","74.1",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2006","Active population","79.1",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","76.3",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2007","Active population","80.0",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","77.8",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2008","Active population","80.8",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","78.9",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2009","Active population","81.3",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","78.8",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2010","Active population","80.0","b"
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","76.8","b"
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2011","Active population","80.0","b"
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","76.4","b"
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2012","Active population","80.8",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","76.6",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2013","Active population","81.3",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","75.9",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2014","Active population","81.0",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","75.4",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2015","Active population","81.5",""
"Total","Netherlands","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","76.4",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2006","Active population","72.4",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","68.6",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2007","Active population","73.5","b"
"Total","Austria","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","69.9","b"
"Total","Austria","From 15 to 64 years","Percentage of total population","2008","Active population","73.9",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","70.8",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2009","Active population","74.3",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","70.3",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2010","Active population","74.4",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","70.8",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2011","Active population","74.6",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","71.1",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2012","Active population","75.1",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","71.4",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2013","Active population","75.5",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","71.4",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2014","Active population","75.4",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","71.1",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2015","Active population","75.5",""
"Total","Austria","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","71.1",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2006","Active population","75.3",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","71.6",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2007","Active population","76.3","b"
"Total","Austria","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","72.8","b"
"Total","Austria","From 20 to 64 years","Percentage of total population","2008","Active population","76.7",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","73.8",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2009","Active population","77.3",""
