PLZ,quantity,name,color,price,total
20149,3,Deleniti,blue,103.63,310.9
20149,1,Explicabo,green,497.08,497.08
20149,3,Deleniti,blue,103.63,310.9
20149,3,Deleniti,red,107.21,321.62
20149,1,Explicabo,green,497.08,497.08
20149,3,Deleniti,blue,103.63,310.9
20149,3,Deleniti,red,107.21,321.62
20149,3,Expedita,green,563.53,1690.59
20149,1,Explicabo,green,497.08,497.08
20149,3,Deleniti,blue,103.63,310.9
20149,3,Deleniti,red,107.21,321.62
20149,3,Expedita,green,563.53,1690.59
20149,4,Deleniti,red,107.21,428.83
14728,4,Deleniti,black,89.34,357.36
14728,4,Deleniti,black,89.34,357.36
14728,4,Fuga,red,41.47,165.89
14728,4,Deleniti,black,89.34,357.36
14728,4,Fuga,red,41.47,165.89
14728,2,Fuga,green,38.02,76.03
14728,4,Deleniti,black,89.34,357.36
14728,4,Fuga,red,41.47,165.89
14728,2,Fuga,green,38.02,76.03
14728,1,Expedita,black,512.3,512.3
14728,4,Deleniti,black,89.34,357.36
14728,4,Fuga,red,41.47,165.89
14728,2,Fuga,green,38.02,76.03
14728,1,Expedita,black,512.3,512.3
14728,3,Deleniti,green,98.27,294.82
10783,4,Expedita,black,512.3,2049.2
10783,4,Expedita,black,512.3,2049.2
10783,4,Explicabo,red,542.27,2169.07
34590,3,Fuga,pink,62.21,186.62
34590,3,Fuga,pink,62.21,186.62
34590,2,Expedita,blue,594.27,1188.54
27568,2,Deleniti,black,89.34,178.68
27568,2,Deleniti,black,89.34,178.68
27568,3,Fuga,pink,62.21,186.62
28195,2,Explicabo,pink,813.4,1626.8
14199,3,Explicabo,red,542.27,1626.8
14199,3,Explicabo,red,542.27,1626.8
14199,3,Fuga,black,34.56,103.68
14199,3,Explicabo,red,542.27,1626.8
14199,3,Fuga,black,34.56,103.68
14199,4,Deleniti,pink,160.81,643.25
14199,3,Explicabo,red,542.27,1626.8
14199,3,Fuga,black,34.56,103.68
14199,4,Deleniti,pink,160.81,643.25
14199,2,Fuga,red,41.47,82.94
10963,1,Expedita,blue,594.27,594.27
10963,1,Expedita,blue,594.27,594.27
10963,4,Deleniti,red,107.21,428.83
99735,4,Deleniti,black,89.34,357.36
99735,4,Deleniti,black,89.34,357.36
99735,2,Deleniti,green,98.27,196.55
99735,4,Deleniti,black,89.34,357.36
99735,2,Deleniti,green,98.27,196.55
99735,2,Fuga,pink,62.21,124.42
66440,2,Fuga,pink,62.21,124.42
66440,2,Fuga,pink,62.21,124.42
66440,2,Explicabo,red,542.27,1084.54
33428,1,Deleniti,red,107.21,107.21
33428,1,Deleniti,red,107.21,107.21
33428,4,Deleniti,green,98.27,393.1
33428,1,Deleniti,red,107.21,107.21
33428,4,Deleniti,green,98.27,393.1
33428,3,Expedita,pink,922.14,2766.42
33428,1,Deleniti,red,107.21,107.21
33428,4,Deleniti,green,98.27,393.1
33428,3,Expedita,pink,922.14,2766.42
33428,1,Explicabo,blue,524.19,524.19
44651,2,Explicabo,red,542.27,1084.54
44651,2,Explicabo,red,542.27,1084.54
44651,3,Deleniti,blue,103.63,310.9
28307,3,Deleniti,blue,103.63,310.9
28307,3,Deleniti,blue,103.63,310.9
28307,1,Explicabo,blue,524.19,524.19
28307,3,Deleniti,blue,103.63,310.9
28307,1,Explicabo,blue,524.19,524.19
28307,3,Expedita,red,614.76,1844.28
28307,3,Deleniti,blue,103.63,310.9
28307,1,Explicabo,blue,524.19,524.19
28307,3,Expedita,red,614.76,1844.28
28307,2,Explicabo,red,542.27,1084.54
28307,3,Deleniti,blue,103.63,310.9
28307,1,Explicabo,blue,524.19,524.19
28307,3,Expedita,red,614.76,1844.28
28307,2,Explicabo,red,542.27,1084.54
28307,3,Deleniti,black,89.34,268.02
29649,1,Deleniti,green,98.27,98.27
84152,3,Deleniti,green,98.27,294.82
84152,3,Deleniti,green,98.27,294.82
84152,2,Deleniti,pink,160.81,321.62
56349,3,Explicabo,green,497.08,1491.24
56349,3,Explicabo,green,497.08,1491.24
56349,3,Fuga,green,38.02,114.05
56349,3,Explicabo,green,497.08,1491.24
56349,3,Fuga,green,38.02,114.05
56349,2,Deleniti,blue,103.63,207.27
60327,3,Explicabo,green,497.08,1491.24
97656,1,Deleniti,red,107.21,107.21
97656,1,Deleniti,red,107.21,107.21
97656,2,Explicabo,blue,524.19,1048.38
57462,2,Explicabo,red,542.27,1084.54
01994,1,Deleniti,red,107.21,107.21
01994,1,Deleniti,red,107.21,107.21
01994,2,Fuga,green,38.02,76.03
01994,1,Deleniti,red,107.21,107.21
01994,2,Fuga,green,38.02,76.03
01994,4,Fuga,pink,62.21,248.83
10715,3,Explicabo,blue,524.19,1572.58
10715,3,Explicabo,blue,524.19,1572.58
10715,3,Expedita,blue,594.27,1782.8
10715,3,Explicabo,blue,524.19,1572.58
10715,3,Expedita,blue,594.27,1782.8
10715,3,Deleniti,pink,160.81,482.44
10715,3,Explicabo,blue,524.19,1572.58
10715,3,Expedita,blue,594.27,1782.8
10715,3,Deleniti,pink,160.81,482.44
10715,2,Explicabo,black,451.89,903.78
10715,3,Explicabo,blue,524.19,1572.58
10715,3,Expedita,blue,594.27,1782.8
10715,3,Deleniti,pink,160.81,482.44
10715,2,Explicabo,black,451.89,903.78
10715,1,Explicabo,pink,813.4,813.4
32609,2,Expedita,pink,922.14,1844.28
32609,2,Expedita,pink,922.14,1844.28
32609,2,Deleniti,pink,160.81,321.62
32609,2,Expedita,pink,922.14,1844.28
32609,2,Deleniti,pink,160.81,321.62
32609,2,Deleniti,pink,160.81,321.62
67363,2,Expedita,black,512.3,1024.6
67363,2,Expedita,black,512.3,1024.6
67363,3,Fuga,red,41.47,124.42
38468,4,Deleniti,black,89.34,357.36
38468,4,Deleniti,black,89.34,357.36
38468,1,Fuga,green,38.02,38.02
38468,4,Deleniti,black,89.34,357.36
38468,1,Fuga,green,38.02,38.02
38468,2,Expedita,blue,594.27,1188.54
38468,4,Deleniti,black,89.34,357.36
38468,1,Fuga,green,38.02,38.02
38468,2,Expedita,blue,594.27,1188.54
38468,2,Deleniti,blue,103.63,207.27
32049,2,Explicabo,green,497.08,994.16
32049,2,Explicabo,green,497.08,994.16
32049,3,Explicabo,green,497.08,1491.24
67069,1,Expedita,blue,594.27,594.27
67069,1,Expedita,blue,594.27,594.27
67069,1,Deleniti,green,98.27,98.27
67069,1,Expedita,blue,594.27,594.27
67069,1,Deleniti,green,98.27,98.27
67069,2,Expedita,pink,922.14,1844.28
67069,1,Expedita,blue,594.27,594.27
67069,1,Deleniti,green,98.27,98.27
67069,2,Expedita,pink,922.14,1844.28
67069,4,Expedita,blue,594.27,2377.07
10825,1,Deleniti,green,98.27,98.27
10825,1,Deleniti,green,98.27,98.27
10825,4,Deleniti,green,98.27,393.1
13159,1,Explicabo,pink,813.4,813.4
13159,1,Explicabo,pink,813.4,813.4
13159,4,Deleniti,pink,160.81,643.25
13159,1,Explicabo,pink,813.4,813.4
13159,4,Deleniti,pink,160.81,643.25
13159,3,Fuga,red,41.47,124.42
13159,1,Explicabo,pink,813.4,813.4
13159,4,Deleniti,pink,160.81,643.25
13159,3,Fuga,red,41.47,124.42
13159,1,Expedita,pink,922.14,922.14
54673,4,Explicabo,pink,813.4,3253.61
34314,2,Fuga,pink,62.21,124.42
34314,2,Fuga,pink,62.21,124.42
34314,1,Deleniti,pink,160.81,160.81
34314,2,Fuga,pink,62.21,124.42
34314,1,Deleniti,pink,160.81,160.81
34314,2,Deleniti,red,107.21,214.42
34314,2,Fuga,pink,62.21,124.42
34314,1,Deleniti,pink,160.81,160.81
34314,2,Deleniti,red,107.21,214.42
34314,3,Explicabo,green,497.08,1491.24
10623,2,Deleniti,blue,103.63,207.27
10623,2,Deleniti,blue,103.63,207.27
10623,2,Expedita,green,563.53,1127.06
10623,2,Deleniti,blue,103.63,207.27
10623,2,Expedita,green,563.53,1127.06
10623,3,Explicabo,pink,813.4,2440.21
10623,2,Deleniti,blue,103.63,207.27
10623,2,Expedita,green,563.53,1127.06
10623,3,Explicabo,pink,813.4,2440.21
10623,1,Fuga,green,38.02,38.02
59469,1,Expedita,green,563.53,563.53
59469,1,Expedita,green,563.53,563.53
59469,3,Expedita,blue,594.27,1782.8
12207,1,Expedita,black,512.3,512.3
56588,3,Explicabo,pink,813.4,2440.21
56588,3,Explicabo,pink,813.4,2440.21
56588,2,Explicabo,pink,813.4,1626.8
56588,3,Explicabo,pink,813.4,2440.21
56588,2,Explicabo,pink,813.4,1626.8
56588,4,Deleniti,red,107.21,428.83
56588,3,Explicabo,pink,813.4,2440.21
56588,2,Explicabo,pink,813.4,1626.8
56588,4,Deleniti,red,107.21,428.83
56588,1,Deleniti,black,89.34,89.34
13051,4,Fuga,red,41.47,165.89
13051,4,Fuga,red,41.47,165.89
13051,3,Deleniti,blue,103.63,310.9
13051,4,Fuga,red,41.47,165.89
13051,3,Deleniti,blue,103.63,310.9
13051,1,Fuga,red,41.47,41.47
28355,4,Explicabo,blue,524.19,2096.77
28355,4,Explicabo,blue,524.19,2096.77
28355,4,Explicabo,black,451.89,1807.56
28355,4,Explicabo,blue,524.19,2096.77
28355,4,Explicabo,black,451.89,1807.56
28355,2,Fuga,black,34.56,69.12
28355,4,Explicabo,blue,524.19,2096.77
28355,4,Explicabo,black,451.89,1807.56
28355,2,Fuga,black,34.56,69.12
28355,1,Fuga,green,38.02,38.02
15757,4,Deleniti,pink,160.81,643.25
15757,4,Deleniti,pink,160.81,643.25
15757,3,Fuga,red,41.47,124.42
15757,4,Deleniti,pink,160.81,643.25
15757,3,Fuga,red,41.47,124.42
15757,4,Expedita,blue,594.27,2377.07
15757,4,Deleniti,pink,160.81,643.25
15757,3,Fuga,red,41.47,124.42
15757,4,Expedita,blue,594.27,2377.07
15757,3,Fuga,blue,40.09,120.27
55457,4,Expedita,green,563.53,2254.12
55457,4,Expedita,green,563.53,2254.12
55457,3,Expedita,green,563.53,1690.59
55457,4,Expedita,green,563.53,2254.12
55457,3,Expedita,green,563.53,1690.59
55457,1,Deleniti,black,89.34,89.34
25704,3,Deleniti,green,98.27,294.82
25704,3,Deleniti,green,98.27,294.82
25704,4,Fuga,blue,40.09,160.36
25704,3,Deleniti,green,98.27,294.82
25704,4,Fuga,blue,40.09,160.36
25704,3,Fuga,black,34.56,103.68
16540,3,Explicabo,red,542.27,1626.8
16540,3,Explicabo,red,542.27,1626.8
16540,1,Fuga,black,34.56,34.56
16540,3,Explicabo,red,542.27,1626.8
16540,1,Fuga,black,34.56,34.56
16540,2,Explicabo,blue,524.19,1048.38
16540,3,Explicabo,red,542.27,1626.8
16540,1,Fuga,black,34.56,34.56
16540,2,Explicabo,blue,524.19,1048.38
16540,3,Fuga,pink,62.21,186.62
21224,1,Explicabo,red,542.27,542.27
21224,1,Explicabo,red,542.27,542.27
21224,1,Deleniti,pink,160.81,160.81
21224,1,Explicabo,red,542.27,542.27
21224,1,Deleniti,pink,160.81,160.81
21224,1,Expedita,pink,922.14,922.14
21224,1,Explicabo,red,542.27,542.27
21224,1,Deleniti,pink,160.81,160.81
21224,1,Expedita,pink,922.14,922.14
21224,4,Explicabo,red,542.27,2169.07
21224,1,Explicabo,red,542.27,542.27
21224,1,Deleniti,pink,160.81,160.81
21224,1,Expedita,pink,922.14,922.14
21224,4,Explicabo,red,542.27,2169.07
21224,3,Explicabo,green,497.08,1491.24
58453,4,Deleniti,black,89.34,357.36
58453,4,Deleniti,black,89.34,357.36
58453,4,Fuga,red,41.47,165.89
58453,4,Deleniti,black,89.34,357.36
58453,4,Fuga,red,41.47,165.89
58453,2,Explicabo,blue,524.19,1048.38
58453,4,Deleniti,black,89.34,357.36
58453,4,Fuga,red,41.47,165.89
58453,2,Explicabo,blue,524.19,1048.38
58453,1,Expedita,black,512.3,512.3
48336,2,Deleniti,blue,103.63,207.27
48336,2,Deleniti,blue,103.63,207.27
48336,4,Explicabo,red,542.27,2169.07
48336,2,Deleniti,blue,103.63,207.27
48336,4,Explicabo,red,542.27,2169.07
48336,2,Explicabo,pink,813.4,1626.8
48336,2,Deleniti,blue,103.63,207.27
48336,4,Explicabo,red,542.27,2169.07
48336,2,Explicabo,pink,813.4,1626.8
48336,4,Expedita,red,614.76,2459.04
03238,2,Explicabo,green,497.08,994.16
03238,2,Explicabo,green,497.08,994.16
03238,2,Deleniti,green,98.27,196.55
03238,2,Explicabo,green,497.08,994.16
03238,2,Deleniti,green,98.27,196.55
03238,4,Fuga,green,38.02,152.06
99759,2,Deleniti,pink,160.81,321.62
99759,2,Deleniti,pink,160.81,321.62
99759,2,Fuga,red,41.47,82.94
99759,2,Deleniti,pink,160.81,321.62
99759,2,Fuga,red,41.47,82.94
99759,4,Deleniti,green,98.27,393.1
28197,1,Deleniti,black,89.34,89.34
28197,1,Deleniti,black,89.34,89.34
28197,4,Explicabo,green,497.08,1988.32
67715,3,Explicabo,green,497.08,1491.24
67715,3,Explicabo,green,497.08,1491.24
67715,4,Fuga,red,41.47,165.89
06130,3,Deleniti,blue,103.63,310.9
56206,3,Fuga,black,34.56,103.68
56206,3,Fuga,black,34.56,103.68
56206,3,Deleniti,blue,103.63,310.9
56206,3,Fuga,black,34.56,103.68
56206,3,Deleniti,blue,103.63,310.9
56206,2,Explicabo,green,497.08,994.16
56206,3,Fuga,black,34.56,103.68
56206,3,Deleniti,blue,103.63,310.9
56206,2,Explicabo,green,497.08,994.16
56206,1,Deleniti,blue,103.63,103.63
56206,3,Fuga,black,34.56,103.68
56206,3,Deleniti,blue,103.63,310.9
56206,2,Explicabo,green,497.08,994.16
56206,1,Deleniti,blue,103.63,103.63
56206,1,Deleniti,blue,103.63,103.63
16556,4,Fuga,black,34.56,138.24
16556,4,Fuga,black,34.56,138.24
16556,3,Explicabo,pink,813.4,2440.21
16556,4,Fuga,black,34.56,138.24
16556,3,Explicabo,pink,813.4,2440.21
16556,3,Fuga,red,41.47,124.42
16556,4,Fuga,black,34.56,138.24
16556,3,Explicabo,pink,813.4,2440.21
16556,3,Fuga,red,41.47,124.42
16556,3,Deleniti,blue,103.63,310.9
50933,2,Explicabo,black,451.89,903.78
45711,4,Fuga,blue,40.09,160.36
45711,4,Fuga,blue,40.09,160.36
45711,2,Fuga,green,38.02,76.03
45711,4,Fuga,blue,40.09,160.36
45711,2,Fuga,green,38.02,76.03
45711,2,Explicabo,pink,813.4,1626.8
25563,3,Deleniti,pink,160.81,482.44
25563,3,Deleniti,pink,160.81,482.44
25563,2,Expedita,green,563.53,1127.06
25563,3,Deleniti,pink,160.81,482.44
25563,2,Expedita,green,563.53,1127.06
25563,4,Deleniti,red,107.21,428.83
25563,3,Deleniti,pink,160.81,482.44
25563,2,Expedita,green,563.53,1127.06
25563,4,Deleniti,red,107.21,428.83
25563,3,Expedita,red,614.76,1844.28
28219,4,Expedita,blue,594.27,2377.07
28219,4,Expedita,blue,594.27,2377.07
28219,1,Explicabo,green,497.08,497.08
01994,2,Explicabo,black,451.89,903.78
13627,2,Fuga,black,34.56,69.12
22147,3,Expedita,blue,594.27,1782.8
22147,3,Expedita,blue,594.27,1782.8
22147,4,Explicabo,pink,813.4,3253.61
10719,2,Explicabo,red,542.27,1084.54
10719,2,Explicabo,red,542.27,1084.54
10719,4,Expedita,green,563.53,2254.12
18609,1,Explicabo,black,451.89,451.89
18609,1,Explicabo,black,451.89,451.89
18609,3,Deleniti,red,107.21,321.62
06425,1,Fuga,pink,62.21,62.21
44534,1,Fuga,green,38.02,38.02
44534,1,Fuga,green,38.02,38.02
44534,2,Deleniti,black,89.34,178.68
44534,1,Fuga,green,38.02,38.02
44534,2,Deleniti,black,89.34,178.68
44534,1,Fuga,red,41.47,41.47
44534,1,Fuga,green,38.02,38.02
44534,2,Deleniti,black,89.34,178.68
44534,1,Fuga,red,41.47,41.47
44534,4,Deleniti,black,89.34,357.36
55283,1,Explicabo,blue,524.19,524.19
55283,1,Explicabo,blue,524.19,524.19
55283,4,Explicabo,blue,524.19,2096.77
55283,1,Explicabo,blue,524.19,524.19
55283,4,Explicabo,blue,524.19,2096.77
55283,3,Fuga,black,34.56,103.68
55283,1,Explicabo,blue,524.19,524.19
55283,4,Explicabo,blue,524.19,2096.77
55283,3,Fuga,black,34.56,103.68
55283,3,Expedita,green,563.53,1690.59
41066,2,Explicabo,black,451.89,903.78
41066,2,Explicabo,black,451.89,903.78
41066,2,Fuga,green,38.02,76.03
41066,2,Explicabo,black,451.89,903.78
41066,2,Fuga,green,38.02,76.03
41066,4,Deleniti,pink,160.81,643.25
42579,3,Fuga,black,34.56,103.68
42579,3,Fuga,black,34.56,103.68
42579,4,Expedita,green,563.53,2254.12
42579,3,Fuga,black,34.56,103.68
42579,4,Expedita,green,563.53,2254.12
42579,3,Explicabo,red,542.27,1626.8
42579,3,Fuga,black,34.56,103.68
42579,4,Expedita,green,563.53,2254.12
42579,3,Explicabo,red,542.27,1626.8
42579,4,Fuga,blue,40.09,160.36
42579,3,Fuga,black,34.56,103.68
42579,4,Expedita,green,563.53,2254.12
42579,3,Explicabo,red,542.27,1626.8
42579,4,Fuga,blue,40.09,160.36
42579,4,Explicabo,black,451.89,1807.56
84546,2,Fuga,green,38.02,76.03
84546,2,Fuga,green,38.02,76.03
84546,3,Expedita,black,512.3,1536.9
84546,2,Fuga,green,38.02,76.03
84546,3,Expedita,black,512.3,1536.9
84546,1,Explicabo,black,451.89,451.89
84546,2,Fuga,green,38.02,76.03
84546,3,Expedita,black,512.3,1536.9
84546,1,Explicabo,black,451.89,451.89
84546,3,Fuga,green,38.02,114.05
84546,2,Fuga,green,38.02,76.03
84546,3,Expedita,black,512.3,1536.9
84546,1,Explicabo,black,451.89,451.89
84546,3,Fuga,green,38.02,114.05
84546,2,Expedita,pink,922.14,1844.28
13591,4,Expedita,green,563.53,2254.12
13591,4,Expedita,green,563.53,2254.12
13591,4,Explicabo,red,542.27,2169.07
13591,4,Expedita,green,563.53,2254.12
13591,4,Explicabo,red,542.27,2169.07
13591,1,Explicabo,red,542.27,542.27
13591,4,Expedita,green,563.53,2254.12
13591,4,Explicabo,red,542.27,2169.07
13591,1,Explicabo,red,542.27,542.27
13591,1,Explicabo,pink,813.4,813.4
10587,2,Expedita,black,512.3,1024.6
57074,2,Deleniti,green,98.27,196.55
57074,2,Deleniti,green,98.27,196.55
57074,2,Explicabo,black,451.89,903.78
57074,2,Deleniti,green,98.27,196.55
57074,2,Explicabo,black,451.89,903.78
57074,1,Explicabo,pink,813.4,813.4
57074,2,Deleniti,green,98.27,196.55
57074,2,Explicabo,black,451.89,903.78
57074,1,Explicabo,pink,813.4,813.4
57074,3,Deleniti,pink,160.81,482.44
15806,4,Deleniti,red,107.21,428.83
15806,4,Deleniti,red,107.21,428.83
15806,1,Deleniti,black,89.34,89.34
15806,4,Deleniti,red,107.21,428.83
15806,1,Deleniti,black,89.34,89.34
15806,1,Expedita,green,563.53,563.53
15806,4,Deleniti,red,107.21,428.83
15806,1,Deleniti,black,89.34,89.34
15806,1,Expedita,green,563.53,563.53
15806,3,Explicabo,green,497.08,1491.24
12621,1,Fuga,red,41.47,41.47
12621,1,Fuga,red,41.47,41.47
12621,3,Fuga,black,34.56,103.68
12621,1,Fuga,red,41.47,41.47
12621,3,Fuga,black,34.56,103.68
12621,4,Explicabo,red,542.27,2169.07
12621,1,Fuga,red,41.47,41.47
12621,3,Fuga,black,34.56,103.68
12621,4,Explicabo,red,542.27,2169.07
12621,1,Deleniti,black,89.34,89.34
12621,1,Fuga,red,41.47,41.47
12621,3,Fuga,black,34.56,103.68
12621,4,Explicabo,red,542.27,2169.07
12621,1,Deleniti,black,89.34,89.34
12621,2,Deleniti,red,107.21,214.42
14827,2,Expedita,blue,594.27,1188.54
14827,2,Expedita,blue,594.27,1188.54
14827,4,Deleniti,black,89.34,357.36
14827,2,Expedita,blue,594.27,1188.54
14827,4,Deleniti,black,89.34,357.36
14827,2,Fuga,black,34.56,69.12
14827,2,Expedita,blue,594.27,1188.54
14827,4,Deleniti,black,89.34,357.36
14827,2,Fuga,black,34.56,69.12
14827,3,Expedita,red,614.76,1844.28
14827,2,Expedita,blue,594.27,1188.54
14827,4,Deleniti,black,89.34,357.36
14827,2,Fuga,black,34.56,69.12
14827,3,Expedita,red,614.76,1844.28
14827,1,Explicabo,pink,813.4,813.4
14728,1,Expedita,red,614.76,614.76
14728,1,Expedita,red,614.76,614.76
14728,2,Explicabo,black,451.89,903.78
40468,2,Deleniti,black,89.34,178.68
40468,2,Deleniti,black,89.34,178.68
40468,3,Deleniti,black,89.34,268.02
76646,2,Fuga,red,41.47,82.94
42477,1,Expedita,green,563.53,563.53
42477,1,Expedita,green,563.53,563.53
42477,3,Fuga,red,41.47,124.42
66802,3,Fuga,blue,40.09,120.27
25593,3,Expedita,blue,594.27,1782.8
25593,3,Expedita,blue,594.27,1782.8
25593,4,Deleniti,green,98.27,393.1
25593,3,Expedita,blue,594.27,1782.8
25593,4,Deleniti,green,98.27,393.1
25593,2,Explicabo,blue,524.19,1048.38
25593,3,Expedita,blue,594.27,1782.8
25593,4,Deleniti,green,98.27,393.1
25593,2,Explicabo,blue,524.19,1048.38
25593,4,Deleniti,blue,103.63,414.54
25593,3,Expedita,blue,594.27,1782.8
25593,4,Deleniti,green,98.27,393.1
25593,2,Explicabo,blue,524.19,1048.38
25593,4,Deleniti,blue,103.63,414.54
25593,4,Expedita,black,512.3,2049.2
51067,2,Deleniti,blue,103.63,207.27
51067,2,Deleniti,blue,103.63,207.27
51067,1,Fuga,blue,40.09,40.09
51067,2,Deleniti,blue,103.63,207.27
51067,1,Fuga,blue,40.09,40.09
51067,4,Fuga,red,41.47,165.89
66127,4,Deleniti,black,89.34,357.36
66127,4,Deleniti,black,89.34,357.36
66127,1,Fuga,black,34.56,34.56
66127,4,Deleniti,black,89.34,357.36
66127,1,Fuga,black,34.56,34.56
66127,4,Fuga,pink,62.21,248.83
66127,4,Deleniti,black,89.34,357.36
66127,1,Fuga,black,34.56,34.56
66127,4,Fuga,pink,62.21,248.83
66127,4,Deleniti,red,107.21,428.83
66127,4,Deleniti,black,89.34,357.36
66127,1,Fuga,black,34.56,34.56
66127,4,Fuga,pink,62.21,248.83
66127,4,Deleniti,red,107.21,428.83
66127,3,Fuga,pink,62.21,186.62
44628,4,Explicabo,red,542.27,2169.07
22765,1,Deleniti,red,107.21,107.21
95491,3,Deleniti,red,107.21,321.62
95491,3,Deleniti,red,107.21,321.62
95491,3,Fuga,blue,40.09,120.27
95491,3,Deleniti,red,107.21,321.62
95491,3,Fuga,blue,40.09,120.27
95491,1,Deleniti,red,107.21,107.21
95491,3,Deleniti,red,107.21,321.62
95491,3,Fuga,blue,40.09,120.27
95491,1,Deleniti,red,107.21,107.21
95491,4,Explicabo,blue,524.19,2096.77
95491,3,Deleniti,red,107.21,321.62
95491,3,Fuga,blue,40.09,120.27
95491,1,Deleniti,red,107.21,107.21
95491,4,Explicabo,blue,524.19,2096.77
95491,4,Explicabo,blue,524.19,2096.77
28215,2,Expedita,red,614.76,1229.52
28215,2,Expedita,red,614.76,1229.52
28215,4,Fuga,green,38.02,152.06
28215,2,Expedita,red,614.76,1229.52
28215,4,Fuga,green,38.02,152.06
28215,1,Explicabo,red,542.27,542.27
28215,2,Expedita,red,614.76,1229.52
28215,4,Fuga,green,38.02,152.06
28215,1,Explicabo,red,542.27,542.27
28215,4,Fuga,pink,62.21,248.83
19089,2,Fuga,blue,40.09,80.18
19089,2,Fuga,blue,40.09,80.18
19089,3,Expedita,red,614.76,1844.28
19089,2,Fuga,blue,40.09,80.18
19089,3,Expedita,red,614.76,1844.28
19089,1,Explicabo,pink,813.4,813.4
19089,2,Fuga,blue,40.09,80.18
19089,3,Expedita,red,614.76,1844.28
19089,1,Explicabo,pink,813.4,813.4
19089,4,Expedita,red,614.76,2459.04
19089,2,Fuga,blue,40.09,80.18
19089,3,Expedita,red,614.76,1844.28
19089,1,Explicabo,pink,813.4,813.4
19089,4,Expedita,red,614.76,2459.04
19089,3,Expedita,pink,922.14,2766.42
15913,2,Explicabo,black,451.89,903.78
25709,3,Expedita,red,614.76,1844.28
25709,3,Expedita,red,614.76,1844.28
25709,3,Fuga,green,38.02,114.05
16766,2,Fuga,pink,62.21,124.42
16766,2,Fuga,pink,62.21,124.42
16766,2,Expedita,green,563.53,1127.06
16766,2,Fuga,pink,62.21,124.42
16766,2,Expedita,green,563.53,1127.06
16766,3,Deleniti,green,98.27,294.82
97795,4,Explicabo,pink,813.4,3253.61
97795,4,Explicabo,pink,813.4,3253.61
97795,2,Fuga,blue,40.09,80.18
40235,2,Fuga,red,41.47,82.94
40235,2,Fuga,red,41.47,82.94
40235,3,Explicabo,black,451.89,1355.67
40235,2,Fuga,red,41.47,82.94
40235,3,Explicabo,black,451.89,1355.67
40235,3,Expedita,black,512.3,1536.9
52062,1,Fuga,pink,62.21,62.21
52062,1,Fuga,pink,62.21,62.21
52062,2,Explicabo,green,497.08,994.16
52062,1,Fuga,pink,62.21,62.21
52062,2,Explicabo,green,497.08,994.16
52062,3,Explicabo,red,542.27,1626.8
52062,1,Fuga,pink,62.21,62.21
52062,2,Explicabo,green,497.08,994.16
52062,3,Explicabo,red,542.27,1626.8
52062,2,Explicabo,black,451.89,903.78
03046,4,Explicabo,red,542.27,2169.07
03046,4,Explicabo,red,542.27,2169.07
03046,2,Fuga,black,34.56,69.12
03046,4,Explicabo,red,542.27,2169.07
03046,2,Fuga,black,34.56,69.12
03046,4,Explicabo,green,497.08,1988.32
98716,4,Deleniti,pink,160.81,643.25
98716,4,Deleniti,pink,160.81,643.25
98716,1,Explicabo,pink,813.4,813.4
98716,4,Deleniti,pink,160.81,643.25
98716,1,Explicabo,pink,813.4,813.4
98716,2,Explicabo,pink,813.4,1626.8
98716,4,Deleniti,pink,160.81,643.25
98716,1,Explicabo,pink,813.4,813.4
98716,2,Explicabo,pink,813.4,1626.8
98716,2,Deleniti,black,89.34,178.68
45701,2,Explicabo,red,542.27,1084.54
45701,2,Explicabo,red,542.27,1084.54
45701,1,Fuga,red,41.47,41.47
54456,4,Deleniti,blue,103.63,414.54
54456,4,Deleniti,blue,103.63,414.54
54456,3,Deleniti,pink,160.81,482.44
54456,4,Deleniti,blue,103.63,414.54
54456,3,Deleniti,pink,160.81,482.44
54456,4,Deleniti,black,89.34,357.36
67105,4,Expedita,red,614.76,2459.04
67105,4,Expedita,red,614.76,2459.04
67105,4,Deleniti,black,89.34,357.36
67105,4,Expedita,red,614.76,2459.04
67105,4,Deleniti,black,89.34,357.36
67105,2,Deleniti,pink,160.81,321.62
67105,4,Expedita,red,614.76,2459.04
67105,4,Deleniti,black,89.34,357.36
67105,2,Deleniti,pink,160.81,321.62
67105,1,Deleniti,pink,160.81,160.81
37445,3,Fuga,green,38.02,114.05
91242,4,Deleniti,pink,160.81,643.25
91242,4,Deleniti,pink,160.81,643.25
91242,1,Deleniti,red,107.21,107.21
91242,4,Deleniti,pink,160.81,643.25
91242,1,Deleniti,red,107.21,107.21
91242,3,Deleniti,black,89.34,268.02
50321,2,Deleniti,black,89.34,178.68
50321,2,Deleniti,black,89.34,178.68
50321,1,Deleniti,blue,103.63,103.63
33184,2,Deleniti,black,89.34,178.68
16278,4,Expedita,green,563.53,2254.12
07548,3,Expedita,blue,594.27,1782.8
07548,3,Expedita,blue,594.27,1782.8
07548,2,Deleniti,blue,103.63,207.27
07548,3,Expedita,blue,594.27,1782.8
07548,2,Deleniti,blue,103.63,207.27
07548,4,Fuga,green,38.02,152.06
33813,2,Expedita,black,512.3,1024.6
04936,2,Expedita,pink,922.14,1844.28
04936,2,Expedita,pink,922.14,1844.28
04936,3,Fuga,red,41.47,124.42
04936,2,Expedita,pink,922.14,1844.28
04936,3,Fuga,red,41.47,124.42
